Segment	Country	 Product 	 Discount Band 	COGS	Units Sold	Sale Price	Discounts	Date
Midmarket	Canada	 VTT 	 High 	15650.0	1565.0	15.0	3051.8	01/10/2014
Enterprise	Canada	 Amarilla 	 High 	199080.0	1659.0	125.0	26958.8	01/01/2014
Government	France	 Amarilla 	 High 	5950.0	1190.0	7.0	1082.9	01/06/2014
Channel Partners	Mexico	 Amarilla 	 High 	1230.0	410.0	12.0	639.6	01/10/2014
Channel Partners	Germany	 Amarilla 	 High 	5310.0	1770.0	12.0	2761.2	01/12/2013
Government	Mexico	 Carretera 	 High 	25790.0	2579.0	20.0	7221.2	01/04/2014
Government	United States of America	 Carretera 	 High 	17430.0	1743.0	20.0	4880.4	01/05/2014
Government	United States of America	 Carretera 	 High 	14980.0	2996.0	7.0	2936.1	01/10/2013
Government	Germany	 Carretera 	 High 	1400.0	280.0	7.0	274.4	01/12/2014
Government	France	 Montana 	 High 	1465.0	293.0	7.0	287.1	01/02/2014
Government	United States of America	 Montana 	 High 	14980.0	2996.0	7.0	2936.1	01/10/2013
Midmarket	Germany	 Paseo 	 High 	2780.0	278.0	15.0	583.8	01/02/2014
Government	Canada	 Paseo 	 High 	24280.0	2428.0	20.0	6798.4	01/03/2014
Midmarket	United States of America	 Paseo 	 High 	17670.0	1767.0	15.0	3710.7	01/09/2014
Channel Partners	France	 Paseo 	 High 	4179.0	1393.0	12.0	2340.2	01/10/2014
Government	Germany	 VTT 	 High 	1400.0	280.0	7.0	274.4	01/12/2014
Channel Partners	France	 Amarilla 	 High 	4179.0	1393.0	12.0	2340.2	01/10/2014
Channel Partners	United States of America	 Amarilla 	 High 	6045.0	2015.0	12.0	3385.2	01/12/2013
Small Business	Mexico	 Carretera 	 High 	200250.0	801.0	300.0	33642.0	01/07/2014
Enterprise	France	 Carretera 	 High 	122760.0	1023.0	125.0	17902.5	01/09/2013
Small Business	Canada	 Carretera 	 High 	374000.0	1496.0	300.0	62832.0	01/10/2014
Small Business	United States of America	 Carretera 	 High 	252500.0	1010.0	300.0	42420.0	01/10/2014
Midmarket	Germany	 Carretera 	 High 	15130.0	1513.0	15.0	3177.3	01/11/2014
Midmarket	Canada	 Carretera 	 High 	23000.0	2300.0	15.0	4830.0	01/12/2014
Enterprise	Mexico	 Carretera 	 High 	338520.0	2821.0	125.0	49367.5	01/12/2013
Government	Canada	 Montana 	 High 	579150.0	2227.5	350.0	109147.5	01/01/2014
Government	Germany	 Montana 	 High 	311740.0	1199.0	350.0	58751.0	01/04/2014
Government	Canada	 Montana 	 High 	52000.0	200.0	350.0	9800.0	01/05/2014
Government	Canada	 Montana 	 High 	1940.0	388.0	7.0	380.2	01/09/2014
Government	Mexico	 Montana 	 High 	8635.0	1727.0	7.0	1692.5	01/10/2013
Midmarket	Canada	 Montana 	 High 	23000.0	2300.0	15.0	4830.0	01/12/2014
Government	Mexico	 Paseo 	 High 	2600.0	260.0	20.0	728.0	01/02/2014
Midmarket	Canada	 Paseo 	 High 	24700.0	2470.0	15.0	5187.0	01/09/2013
Midmarket	Canada	 Paseo 	 High 	17430.0	1743.0	15.0	3660.3	01/10/2013
Channel Partners	United States of America	 Paseo 	 High 	8742.0	2914.0	12.0	4895.5	01/10/2014
Government	France	 Paseo 	 High 	8655.0	1731.0	7.0	1696.4	01/10/2014
Government	Canada	 Paseo 	 High 	182000.0	700.0	350.0	34300.0	01/11/2014
Channel Partners	Canada	 Paseo 	 High 	6666.0	2222.0	12.0	3733.0	01/11/2013
Government	United States of America	 Paseo 	 High 	306020.0	1177.0	350.0	57673.0	01/11/2014
Government	France	 Paseo 	 High 	499720.0	1922.0	350.0	94178.0	01/11/2013
Enterprise	Mexico	 Velo 	 High 	189000.0	1575.0	125.0	27562.5	01/02/2014
Government	United States of America	 Velo 	 High 	6060.0	606.0	20.0	1696.8	01/04/2014
Small Business	United States of America	 Velo 	 High 	615000.0	2460.0	300.0	103320.0	01/07/2014
Small Business	Canada	 Velo 	 High 	67250.0	269.0	300.0	11298.0	01/10/2013
Small Business	Germany	 Velo 	 High 	634000.0	2536.0	300.0	106512.0	01/11/2013
Government	Mexico	 VTT 	 High 	14515.0	2903.0	7.0	2844.9	01/03/2014
Small Business	United States of America	 VTT 	 High 	635250.0	2541.0	300.0	106722.0	01/08/2014
Small Business	Canada	 VTT 	 High 	67250.0	269.0	300.0	11298.0	01/10/2013
Small Business	Canada	 VTT 	 High 	374000.0	1496.0	300.0	62832.0	01/10/2014
Small Business	United States of America	 VTT 	 High 	252500.0	1010.0	300.0	42420.0	01/10/2014
Government	France	 VTT 	 High 	333060.0	1281.0	350.0	62769.0	01/12/2013
Small Business	Canada	 Amarilla 	 High 	222000.0	888.0	300.0	37296.0	01/03/2014
Enterprise	United States of America	 Amarilla 	 High 	341280.0	2844.0	125.0	49770.0	01/05/2014
Channel Partners	France	 Amarilla 	 High 	7425.0	2475.0	12.0	4158.0	01/08/2014
Midmarket	Canada	 Amarilla 	 High 	17430.0	1743.0	15.0	3660.3	01/10/2013
Channel Partners	United States of America	 Amarilla 	 High 	8742.0	2914.0	12.0	4895.5	01/10/2014
Government	France	 Amarilla 	 High 	8655.0	1731.0	7.0	1696.4	01/10/2014
Government	Mexico	 Amarilla 	 High 	8635.0	1727.0	7.0	1692.5	01/10/2013
Midmarket	Mexico	 Amarilla 	 High 	18700.0	1870.0	15.0	3927.0	01/11/2013
Enterprise	France	 Carretera 	 High 	140880.0	1174.0	125.0	22012.5	01/08/2014
Enterprise	Germany	 Carretera 	 High 	332040.0	2767.0	125.0	51881.3	01/08/2014
Enterprise	Germany	 Carretera 	 High 	130200.0	1085.0	125.0	20343.8	01/10/2014
Small Business	Mexico	 Montana 	 High 	136500.0	546.0	300.0	24570.0	01/10/2014
Government	Germany	 Paseo 	 High 	11580.0	1158.0	20.0	3474.0	01/03/2014
Midmarket	Canada	 Paseo 	 High 	16140.0	1614.0	15.0	3631.5	01/04/2014
Government	Mexico	 Paseo 	 High 	12675.0	2535.0	7.0	2661.8	01/04/2014
Government	Mexico	 Paseo 	 High 	741260.0	2851.0	350.0	149677.5	01/05/2014
Midmarket	Canada	 Paseo 	 High 	25590.0	2559.0	15.0	5757.8	01/08/2014
Government	United States of America	 Paseo 	 High 	2670.0	267.0	20.0	801.0	01/10/2013
Enterprise	Germany	 Paseo 	 High 	130200.0	1085.0	125.0	20343.8	01/10/2014
Midmarket	Germany	 Paseo 	 High 	11750.0	1175.0	15.0	2643.8	01/10/2014
Government	United States of America	 Paseo 	 High 	521820.0	2007.0	350.0	105367.5	01/11/2013
Government	Mexico	 Paseo 	 High 	559260.0	2151.0	350.0	112927.5	01/11/2013
Channel Partners	United States of America	 Paseo 	 High 	2742.0	914.0	12.0	1645.2	01/12/2014
Government	France	 Paseo 	 High 	2930.0	293.0	20.0	879.0	01/12/2014
Channel Partners	Mexico	 Velo 	 High 	1500.0	500.0	12.0	900.0	01/03/2014
Midmarket	France	 Velo 	 High 	28260.0	2826.0	15.0	6358.5	01/05/2014
Enterprise	France	 Velo 	 High 	79560.0	663.0	125.0	12431.3	01/09/2014
Small Business	United States of America	 Velo 	 High 	643500.0	2574.0	300.0	115830.0	01/11/2013
Enterprise	United States of America	 Velo 	 High 	292560.0	2438.0	125.0	45712.5	01/12/2013
Channel Partners	United States of America	 Velo 	 High 	2742.0	914.0	12.0	1645.2	01/12/2014
Government	Canada	 VTT 	 High 	8655.0	865.5	20.0	2596.5	01/07/2014
Midmarket	Germany	 VTT 	 High 	4920.0	492.0	15.0	1107.0	01/07/2014
Government	United States of America	 VTT 	 High 	2670.0	267.0	20.0	801.0	01/10/2013
Midmarket	Germany	 VTT 	 High 	11750.0	1175.0	15.0	2643.8	01/10/2014
Enterprise	Canada	 VTT 	 High 	354480.0	2954.0	125.0	55387.5	01/11/2013
Enterprise	Germany	 VTT 	 High 	66240.0	552.0	125.0	10350.0	01/11/2014
Government	France	 VTT 	 High 	2930.0	293.0	20.0	879.0	01/12/2014
Small Business	France	 Amarilla 	 High 	618750.0	2475.0	300.0	111375.0	01/03/2014
Small Business	Mexico	 Amarilla 	 High 	136500.0	546.0	300.0	24570.0	01/10/2014
Government	Mexico	 Montana 	 High 	6840.0	1368.0	7.0	1436.4	01/02/2014
Government	Canada	 Paseo 	 High 	3615.0	723.0	7.0	759.2	01/04/2014
Channel Partners	United States of America	 VTT 	 High 	5418.0	1806.0	12.0	3250.8	01/05/2014
